x,y,z,surface_code
5797869.1,2112522.2,-495.0316112699999,Paso Robles
5753233.5,2168629.8,-10.137046730000002,Salinas aquitard
5753233.5,2168629.8,-109.99704673,180ft aquifer
5753233.5,2168629.8,-220.00704673,Middle aquitard
5753233.5,2168629.8,-270.97704673,400ft aquifer
5753233.5,2168629.8,-530.02704673,Deep aquitard
5753598.0,2166863.1,-14.336596579999998,Salinas aquitard
5753598.0,2166863.1,-168.41659658,180ft aquifer
5753598.0,2166863.1,-242.01659658,Middle aquitard
5753598.0,2166863.1,-288.69659658,400ft aquifer
5753598.0,2166863.1,-534.62659658,Deep aquitard
5750840.5,2165375.1,-103.34659658000001,Salinas aquitard
5750840.5,2165375.1,-155.04659658,180ft aquifer
5750840.5,2165375.1,-216.42659658,Middle aquitard
5750840.5,2165375.1,-309.16659658000003,400ft aquifer
5750840.5,2165375.1,-503.23659658,Deep aquitard
5772280.1,2137943.3,-18.506156860000004,Salinas aquitard
5772280.1,2137943.3,-67.07615686,180ft aquifer
5772280.1,2137943.3,-159.65615685999998,Middle aquitard
5772280.1,2137943.3,-314.54615686,400ft aquifer
5772280.1,2137943.3,-493.88615686,Deep aquitard
5848159.2,2079107.9,-21.732082700000007,180ft aquifer
5848159.2,2079107.9,-189.5520827,Middle aquitard
5848159.2,2079107.9,-223.4420827,400ft aquifer
5848159.2,2079107.9,-367.0520827,Deep aquitard
5877170.2,2027066.2,173.6945798,180ft aquifer
5877170.2,2027066.2,119.3945798,Middle aquitard
5877170.2,2027066.2,103.4245798,400ft aquifer
5796771.6,2122662.2,-28.69179966,Salinas aquitard
5796771.6,2122662.2,-135.89179966,180ft aquifer
5796771.6,2122662.2,-199.49179966,Middle aquitard
5796771.6,2122662.2,-230.38179965999998,400ft aquifer
5769905.0,2158223.8,-51.12240049999999,Salinas aquitard
5769905.0,2158223.8,-132.82240050000001,180ft aquifer
5767787.0,2144002.5,-73.40126777,180ft aquifer
5767787.0,2144002.5,-166.19126777000002,Middle aquitard
5767787.0,2144002.5,-205.86126776999998,400ft aquifer
5789066.6,2125868.0,-59.985073459999995,180ft aquifer
5789066.6,2125868.0,-159.99507346000001,Middle aquitard
5789066.6,2125868.0,-230.00507346,400ft aquifer
5792347.6,2124223.3,10.133624959999999,Salinas aquitard
5792347.6,2124223.3,-64.79637504,180ft aquifer
5792347.6,2124223.3,-170.32637504000002,Middle aquitard
5792347.6,2124223.3,-236.19637503999996,400ft aquifer
5808688.6,2107322.2,11.099511660000005,Salinas aquitard
5808688.6,2107322.2,-20.00048833999999,180ft aquifer
5808688.6,2107322.2,-45.00048833999999,Middle aquitard
5808688.6,2107322.2,-140.02048833999999,400ft aquifer
5808688.6,2107322.2,-260.00048833999995,Deep aquitard
5796335.1,2123068.0,-59.49287172999999,Salinas aquitard
5796335.1,2123068.0,-128.39287172999997,180ft aquifer
5790587.6,2121968.5,-47.8894111,Salinas aquitard
5790587.6,2121968.5,-86.3494111,180ft aquifer
5790587.6,2121968.5,-191.1494111,Middle aquitard
5790587.6,2121968.5,-354.7694111,400ft aquifer
5771196.1,2161618.3,-41.28141729,Salinas aquitard
5771196.1,2161618.3,-109.99141729000002,180ft aquifer
5771196.1,2161618.3,-215.02141729,Middle aquitard
5771196.1,2161618.3,-460.01141729000005,400ft aquifer
5771196.1,2161618.3,-524.86141729,Deep aquitard
5785355.6,2124986.0,-47.90925311,Salinas aquitard
5785355.6,2124986.0,-67.00925311,180ft aquifer
5785355.6,2124986.0,-199.52925311,Middle aquitard
5762406.0,2141102.0,-16.240113029999996,Salinas aquitard
5762406.0,2141102.0,-84.69011302999999,180ft aquifer
5762406.0,2141102.0,-191.64011303,Middle aquitard
5762406.0,2141102.0,-330.67011303,400ft aquifer
5762406.0,2141102.0,-494.69011303,Deep aquitard
5758266.0,2148448.0,-31.190342360000002,Salinas aquitard
5758266.0,2148448.0,-96.22034235999999,180ft aquifer
5797585.1,2111909.0,51.499006349999995,Salinas aquitard
5797585.1,2111909.0,19.249006349999995,180ft aquifer
5802243.9,2112255.0,61.50787034,Shallow aquifer
5802243.9,2112255.0,20.007870339999997,Salinas aquitard
5802243.9,2112255.0,-59.99212966,180ft aquifer
5802243.9,2112255.0,-105.00212966,Middle aquitard
5802243.9,2112255.0,-215.01212965999997,400ft aquifer
5804891.8,2114040.4,-23.274777189999995,Salinas aquitard
5804891.8,2114040.4,-130.35477719,180ft aquifer
5804891.8,2114040.4,-214.00477719,Middle aquitard
5794337.9,2125014.5,55.16917795999999,Shallow aquifer
5794337.9,2125014.5,19.27917795999999,Salinas aquitard
5794337.9,2125014.5,-8.380822040000012,180ft aquifer
5794337.9,2125014.5,-197.30082204,Middle aquitard
5794337.9,2125014.5,-237.24082204,400ft aquifer
5794337.9,2125014.5,-410.80082204,Deep aquitard
5794924.4,2124474.5,17.534846100000003,Salinas aquitard
5794924.4,2124474.5,-85.0151539,180ft aquifer
5794086.6,2122977.3,-31.060315589999995,Salinas aquitard
5794086.6,2122977.3,-64.35031559000001,180ft aquifer
5794086.6,2122977.3,-120.85031559000001,Middle aquitard
5798148.4,2120084.5,-25.02065048,Salinas aquitard
5798148.4,2120084.5,-45.000650480000004,180ft aquifer
5798148.4,2120084.5,-190.02065047999997,Middle aquitard
5798148.4,2120084.5,-305.02065048,400ft aquifer
5746666.5,2159412.6,-281.20765859,400ft aquifer
5746666.5,2159412.6,-423.78765859000004,Deep aquitard
5778784.1,2164191.8,-4.191405209999999,Salinas aquitard
5778784.1,2164191.8,-63.38140521,180ft aquifer
5778784.1,2164191.8,-90.29140521,Middle aquitard
5778784.1,2164191.8,-275.95140521,400ft aquifer
5778632.6,2135926.0,23.10802844,Shallow aquifer
5778632.6,2135926.0,-16.921971560000003,Salinas aquitard
5778632.6,2135926.0,-72.14197156,180ft aquifer
5778632.6,2135926.0,-180.02197156,Middle aquitard
5778632.6,2135926.0,-270.01197156,400ft aquifer
5778632.6,2135926.0,-444.37197156,Deep aquitard
5778632.6,2135926.0,-582.28197156,Paso Robles
5750315.0,2164896.3,-19.99675154,Salinas aquitard
5750315.0,2164896.3,-140.01675154,180ft aquifer
5750315.0,2164896.3,-191.20675154,Middle aquitard
5750315.0,2164896.3,-396.07675154,400ft aquifer
5748905.0,2167136.8,-62.78656849,Salinas aquitard
5748905.0,2167136.8,-119.41656849,180ft aquifer
5748905.0,2167136.8,-176.37656849,Middle aquitard
5748905.0,2167136.8,-274.99656849,400ft aquifer
5748905.0,2167136.8,-471.71656849,Deep aquitard
5778422.6,2161666.1,0.9384323399999914,Salinas aquitard
5778422.6,2161666.1,-69.99156766,180ft aquifer
5778422.6,2161666.1,-111.53156766,Middle aquitard
5749796.0,2166854.8,-114.15675154,Salinas aquitard
5749796.0,2166854.8,-150.48675154,180ft aquifer
5749796.0,2166854.8,-222.96675154000002,Middle aquitard
5749796.0,2166854.8,-383.46675153999996,400ft aquifer
5749796.0,2166854.8,-550.01675154,Deep aquitard
5844886.7,2074492.3,113.6264619,180ft aquifer
5844886.7,2074492.3,-18.843538100000018,Middle aquitard
5844886.7,2074492.3,-46.733538100000004,400ft aquifer
5844886.7,2074492.3,-207.09353810000002,Deep aquitard
5767668.0,2150062.3,-110.41586028,Salinas aquitard
5767668.0,2150062.3,-133.02586028,180ft aquifer
5767668.0,2150062.3,-332.32586028000003,Middle aquitard
5853907.2,2048138.0,35.89364610000001,400ft aquifer
5791882.1,2132401.8,44.34355318,Shallow aquifer
5791882.1,2132401.8,-17.47644682,Salinas aquitard
5791882.1,2132401.8,-136.45644682,180ft aquifer
5791882.1,2132401.8,-254.33644682,Middle aquitard
5791882.1,2132401.8,-303.38644682,400ft aquifer
5791882.1,2132401.8,-505.82644682,Deep aquitard
5762685.5,2149781.3,10.217604800000004,Salinas aquitard
5762685.5,2149781.3,-87.66239519999999,180ft aquifer
5870445.2,2040167.0,130.46531489999998,180ft aquifer
5870445.2,2040167.0,48.25531489999999,Middle aquitard
5870445.2,2040167.0,-20.56468510000002,400ft aquifer
5785744.1,2131176.3,17.138216890000002,Shallow aquifer
5785744.1,2131176.3,-0.021783110000001216,Salinas aquitard
5785744.1,2131176.3,-42.38178311000001,180ft aquifer
5785744.1,2131176.3,-127.72178311000002,Middle aquitard
5785744.1,2131176.3,-242.12178311000002,400ft aquifer
5791078.1,2126293.5,62.78233004,Shallow aquifer
5791078.1,2126293.5,-15.007669960000008,Salinas aquitard
5791078.1,2126293.5,-80.00766995999999,180ft aquifer
5791078.1,2126293.5,-119.99766996,Middle aquitard
5791078.1,2126293.5,-290.02766996,400ft aquifer
5749131.5,2163758.6,-110.9861627,180ft aquifer
5749131.5,2163758.6,-250.96616269999998,Middle aquitard
5749131.5,2163758.6,-386.61616269999996,400ft aquifer
5749131.5,2163758.6,-510.58616269999993,Deep aquitard
5781434.6,2155676.8,13.316102019999988,Salinas aquitard
5781434.6,2155676.8,-19.363897980000004,180ft aquifer
5781434.6,2155676.8,-219.55389798,Middle aquitard
5781434.6,2155676.8,-375.21389798,400ft aquifer
5781434.6,2155676.8,-626.33389798,Deep aquitard
5743796.0,2160384.8,-96.06420251,Salinas aquitard
5743796.0,2160384.8,-196.42420251,180ft aquifer
5743796.0,2160384.8,-310.02420251,400ft aquifer
5743796.0,2160384.8,-310.02420251,Middle aquitard
5743796.0,2160384.8,-600.02420251,Deep aquitard
5743791.5,2159332.3,-89.45905028,Salinas aquitard
5743791.5,2159332.3,-225.01905028000002,180ft aquifer
5743791.5,2159332.3,-239.05905028,Middle aquitard
5743791.5,2159332.3,-264.17905027999996,400ft aquifer
5743791.5,2159332.3,-437.19905028,Deep aquitard
5776427.1,2125256.0,-81.8919521,180ft aquifer
5776427.1,2125256.0,-119.37195209999999,Middle aquitard
5776427.1,2125256.0,-230.79195209999997,400ft aquifer
5776427.1,2125256.0,-348.9019521,Deep aquitard
5889443.8,2005644.9,255.33141110000003,180ft aquifer
5889443.8,2005644.9,158.9214111,Middle aquitard
5810355.6,2126220.8,47.814162380000006,180ft aquifer
5810355.6,2126220.8,-19.335837619999992,Middle aquitard
5769681.5,2146863.0,-72.91026915,180ft aquifer
5769681.5,2146863.0,-171.82026915,Middle aquitard
5769681.5,2146863.0,-195.09026914999998,400ft aquifer
5769681.5,2146863.0,-401.64026915,Deep aquitard
5834452.2,2075169.7,41.6324178,180ft aquifer
5834452.2,2075169.7,-39.047582199999994,Middle aquitard
5834452.2,2075169.7,-126.5375822,400ft aquifer
5805227.1,2128998.0,-125.66344077000001,180ft aquifer
5805227.1,2128998.0,-306.83344077000004,Middle aquitard
5792331.6,2127353.3,27.824586579999995,Salinas aquitard
5792331.6,2127353.3,-88.55541342000001,180ft aquifer
5792331.6,2127353.3,-156.39541342,Middle aquitard
5792331.6,2127353.3,-227.56541342,400ft aquifer
5783717.6,2120939.7,-70.68545926,180ft aquifer
5783717.6,2120939.7,-203.08545926,Middle aquitard
5783717.6,2120939.7,-262.31545926,400ft aquifer
5783717.6,2120939.7,-377.29545926000003,Deep aquitard
5783717.6,2120939.7,-422.58545926,Paso Robles
5873257.8,2027078.9,129.4066262,180ft aquifer
5873257.8,2027078.9,46.02662620000001,Middle aquitard
5873257.8,2027078.9,-43.893373800000006,400ft aquifer
5873257.8,2027078.9,-83.95337380000001,Deep aquitard
5818148.6,2091224.6,37.3652074,Salinas aquitard
5818148.6,2091224.6,-19.994792599999997,180ft aquifer
5818148.6,2091224.6,-80.00479259999999,Middle aquitard
5818148.6,2091224.6,-150.0247926,400ft aquifer
5818148.6,2091224.6,-270.00479260000003,Deep aquitard
5818148.6,2091224.6,-310.00479260000003,Paso Robles
5786930.6,2145253.8,-11.60181669,Salinas aquitard
5786930.6,2145253.8,-32.731816689999995,180ft aquifer
5786930.6,2145253.8,-78.52181669000001,Middle aquitard
5786930.6,2145253.8,-378.71181669,400ft aquifer
5785490.6,2146975.3,-195.03998636,180ft aquifer
5785490.6,2146975.3,-253.15998636,Middle aquitard
5785490.6,2146975.3,-364.25998636,400ft aquifer
5783245.1,2121392.5,8.501272620000002,Salinas aquitard
5783245.1,2121392.5,-74.99872738,180ft aquifer
5783245.1,2121392.5,-214.99872738,Middle aquitard
5783245.1,2121392.5,-290.00872738000004,400ft aquifer
5783245.1,2121392.5,-379.99872738,Deep aquitard
5783245.1,2121392.5,-480.00872738000004,Paso Robles
5780641.6,2122754.5,3.444491710000001,Salinas aquitard
5780641.6,2122754.5,-74.92550829000001,180ft aquifer
5768051.0,2145604.8,-104.26225603,Salinas aquitard
5768051.0,2145604.8,-184.33225603,180ft aquifer
5768051.0,2145604.8,-271.57225603,Middle aquitard
5768051.0,2145604.8,-340.01225603,400ft aquifer
5768051.0,2145604.8,-443.86225603,Deep aquitard
5805159.1,2131250.3,-85.27343636,Salinas aquitard
5805159.1,2131250.3,-125.64343636000001,180ft aquifer
5805159.1,2131250.3,-307.32343636,Middle aquitard
5805159.1,2131250.3,-378.79343636,400ft aquifer
5805159.1,2131250.3,-586.56343636,Deep aquitard
5811435.6,2097245.4,-39.99128619999999,180ft aquifer
5811435.6,2097245.4,-70.0112862,Middle aquitard
5811435.6,2097245.4,-160.01128619999997,400ft aquifer
5873929.8,2039204.0,142.2119527,180ft aquifer
5873929.8,2039204.0,46.751952700000004,Middle aquitard
5873929.8,2039204.0,-2.748047299999996,400ft aquifer
5764622.0,2154424.1,-118.40998042999999,180ft aquifer
5764622.0,2154424.1,-295.53998043,Middle aquitard
5764622.0,2154424.1,-358.38998043,400ft aquifer
5764622.0,2154424.1,-478.54998043,Deep aquitard
5753110.0,2162250.8,-68.58857836,Salinas aquitard
5753110.0,2162250.8,-129.67857836000002,180ft aquifer
5753110.0,2162250.8,-254.21857835999998,Middle aquitard
5753110.0,2162250.8,-372.90857836000004,400ft aquifer
5753110.0,2162250.8,-501.58857836,Deep aquitard
5750066.5,2162041.1,-64.83441853,Salinas aquitard
5750066.5,2162041.1,-129.99441853,180ft aquifer
5750066.5,2162041.1,-225.00441853,Middle aquitard
5750066.5,2162041.1,-354.13441852999995,400ft aquifer
5750066.5,2162041.1,-519.6444185299999,Deep aquitard
5778454.6,2122177.5,-53.85556602999999,Salinas aquitard
5778454.6,2122177.5,-85.60556602999999,180ft aquifer
5778454.6,2122177.5,-171.09556603,Middle aquitard
5795984.6,2113230.7,-56.96718101,180ft aquifer
5757214.5,2161609.8,-142.9742094,Salinas aquitard
5757214.5,2161609.8,-187.99420940000002,180ft aquifer
5757214.5,2161609.8,-233.0742094,Middle aquitard
5757214.5,2161609.8,-348.4842094,400ft aquifer
5776086.1,2124741.8,-75.66273263,180ft aquifer
5822968.2,2090073.2,2.962945199999993,180ft aquifer
5822968.2,2090073.2,-162.62705480000002,400ft aquifer
5822968.2,2090073.2,-281.15705479999997,Deep aquitard
5774557.1,2125048.0,-11.734685460000001,Salinas aquitard
5774557.1,2125048.0,-90.01468546000001,180ft aquifer
5752407.0,2163651.3,-74.38226560999999,Salinas aquitard
5752407.0,2163651.3,-160.14226561,180ft aquifer
5752407.0,2163651.3,-265.28226561,Middle aquitard
5752407.0,2163651.3,-348.01226561,400ft aquifer
5752407.0,2163651.3,-461.11226561,Deep aquitard
5794722.1,2122517.2,-14.999609020000001,Salinas aquitard
5794722.1,2122517.2,-120.01960901999999,180ft aquifer
5753376.5,2163117.1,-66.65348306,Salinas aquitard
5753376.5,2163117.1,-174.49348306,180ft aquifer
5753376.5,2163117.1,-240.92348306,Middle aquitard
5753376.5,2163117.1,-348.95348306,400ft aquifer
5753376.5,2163117.1,-511.88348306,Deep aquitard
5814958.6,2108943.5,-9.988800690000005,Salinas aquitard
5814958.6,2108943.5,-119.54880069000001,180ft aquifer
5814958.6,2108943.5,-183.53880069,Middle aquitard
5814958.6,2108943.5,-269.91880069,400ft aquifer
5814958.6,2108943.5,-298.71880068999997,Deep aquitard
5814958.6,2108943.5,-425.02880069,Paso Robles
5811482.6,2120964.5,14.7175637,Salinas aquitard
5811482.6,2120964.5,-30.612436300000013,180ft aquifer
5811482.6,2120964.5,-141.6724363,Middle aquitard
5811482.6,2120964.5,-258.4824363,400ft aquifer
5811482.6,2120964.5,-365.2124363,Deep aquitard
5828056.7,2093360.3,31.657049999999998,Salinas aquitard
5828056.7,2093360.3,-110.26294999999999,Middle aquitard
5828056.7,2093360.3,-175.73295,400ft aquifer
5828056.7,2093360.3,-279.70295,Deep aquitard
5828056.7,2093360.3,-390.53295,180ft aquifer
5828056.7,2093360.3,-390.53295,Paso Robles
5765589.0,2146969.0,-90.46546222,180ft aquifer
5765589.0,2146969.0,-170.58546222,Middle aquitard
5765589.0,2146969.0,-287.85546222,400ft aquifer
5765589.0,2146969.0,-427.81546222000003,Deep aquitard
5802702.6,2142041.3,-104.0085513,Middle aquitard
5767813.5,2148884.3,-15.47586028,Salinas aquitard
5767813.5,2148884.3,-59.98586028,180ft aquifer
5767813.5,2148884.3,-184.67586028,Middle aquitard
5767813.5,2148884.3,-268.31586028000004,400ft aquifer
5767813.5,2148884.3,-413.85586028,Deep aquitard
5855996.2,2065003.6,87.95972539999998,Middle aquitard
5855996.2,2065003.6,-0.1902746000000093,400ft aquifer
5855996.2,2065003.6,-100.09027459999999,Deep aquitard
5770446.0,2159819.8,-49.98597028,Salinas aquitard
5770446.0,2159819.8,-75.89597028,180ft aquifer
5770446.0,2159819.8,-224.99597028,Middle aquitard
5770446.0,2159819.8,-410.01597028000003,400ft aquifer
5770446.0,2159819.8,-560.01597028,Deep aquitard
5791465.6,2110876.7,97.032623,Salinas aquitard
5791465.6,2110876.7,-6.787377000000006,180ft aquifer
5791465.6,2110876.7,-264.797377,400ft aquifer
5791465.6,2110876.7,-398.767377,Deep aquitard
5781890.1,2162302.8,91.2447984,Salinas aquitard
5743838.0,2165443.1,-69.395699493,Salinas aquitard
5743838.0,2165443.1,-165.005699493,180ft aquifer
5743838.0,2165443.1,-270.02569949300005,Middle aquitard
5743838.0,2165443.1,-320.03569949300004,400ft aquifer
5743838.0,2165443.1,-610.035699493,Deep aquitard
5789768.1,2117103.2,27.19725675,Salinas aquitard
5789768.1,2117103.2,-80.01274325,180ft aquifer
5789768.1,2117103.2,-210.00274325,Middle aquitard
5777560.6,2159599.8,42.72320539,Salinas aquitard
5777560.6,2159599.8,-175.00679461,180ft aquifer
5777560.6,2159599.8,-225.00679461000001,Middle aquitard
5777560.6,2159599.8,-370.02679461,400ft aquifer
5777560.6,2159599.8,-458.35679461,Deep aquitard
5761503.5,2160766.1,-75.00742124,Salinas aquitard
5761503.5,2160766.1,-104.99742124,180ft aquifer
5761503.5,2160766.1,-258.30742124,Middle aquitard
5761503.5,2160766.1,-300.01742124000003,400ft aquifer
5761503.5,2160766.1,-533.5674212399999,Deep aquitard
5764460.0,2159271.1,-40.68769694,Salinas aquitard
5764460.0,2159271.1,-101.13769693999998,180ft aquifer
5764460.0,2159271.1,-275.31769694,Middle aquitard
5764460.0,2159271.1,-375.03769694,400ft aquifer
5764460.0,2159271.1,-558.76769694,Deep aquitard
5771548.6,2157093.1,-52.06507276000001,Salinas aquitard
5771548.6,2157093.1,-182.62507276000002,180ft aquifer
5771548.6,2157093.1,-296.22507276,Middle aquitard
5771548.6,2157093.1,-423.97507276,400ft aquifer
5747131.0,2164991.1,-178.08675154000002,180ft aquifer
5747131.0,2164991.1,-312.29675154,Middle aquitard
5747131.0,2164991.1,-362.59675153999996,400ft aquifer
5767818.5,2166892.3,18.94619155,Salinas aquitard
5772068.6,2168261.3,14.64954945,Salinas aquitard
5772068.6,2168261.3,-28.400450550000002,180ft aquifer
5772068.6,2168261.3,-125.27045054999999,Middle aquitard
5772068.6,2168261.3,-254.42045055000003,400ft aquifer
5842664.2,2092801.2,-143.37356180000003,400ft aquifer
5783966.1,2120751.2,-34.32365892,Salinas aquitard
5783966.1,2120751.2,-64.99365892,180ft aquifer
5783966.1,2120751.2,-189.99365891999997,Middle aquitard
5783966.1,2120751.2,-275.01365892,400ft aquifer
5783966.1,2120751.2,-380.03365892,Deep aquitard
5783966.1,2120751.2,-475.02365891999995,Paso Robles
5874767.8,2035976.0,134.14483460000002,180ft aquifer
5874767.8,2035976.0,54.59483460000001,Middle aquitard
5874767.8,2035976.0,22.77483460000002,400ft aquifer
5834781.2,2074554.9,100.65078410000001,Salinas aquitard
5834781.2,2074554.9,78.2507841,180ft aquifer
5834781.2,2074554.9,-43.0292159,Middle aquitard
5834781.2,2074554.9,-136.3192159,400ft aquifer
5840223.7,2077483.9,93.357559,180ft aquifer
5840223.7,2077483.9,-51.432441,Middle aquitard
5840223.7,2077483.9,-151.162441,400ft aquifer
5840223.7,2077483.9,-202.982441,Deep aquitard
5773994.6,2128802.0,-12.547696190000003,Salinas aquitard
5773994.6,2128802.0,-65.66769619000002,180ft aquifer
5773994.6,2128802.0,-146.20769619,Middle aquitard
5773994.6,2128802.0,-348.64769619,400ft aquifer
5773403.6,2135180.0,-124.45505823,180ft aquifer
5773403.6,2135180.0,-168.55505823,Middle aquitard
5773403.6,2135180.0,-228.07505822999997,400ft aquifer
5773403.6,2135180.0,-405.74505823,Deep aquitard
5787282.1,2113020.2,18.178012289999998,Salinas aquitard
5787282.1,2113020.2,-60.011987710000014,180ft aquifer
5787282.1,2113020.2,-160.02198771000002,Middle aquitard
5787282.1,2113020.2,-320.00198771000004,400ft aquifer
5787282.1,2113020.2,-590.0319877100001,Deep aquitard
5793192.1,2130517.8,-42.610307569999996,Salinas aquitard
5793192.1,2130517.8,-80.95030757,180ft aquifer
5793192.1,2130517.8,-193.90030757000002,Middle aquitard
5793192.1,2130517.8,-232.56030757,400ft aquifer
5793192.1,2130517.8,-383.37030756999997,Deep aquitard
5793192.1,2130517.8,-451.89030757,Paso Robles
5780646.6,2145544.5,-24.071997179999997,Salinas aquitard
5780646.6,2145544.5,-106.32199718,180ft aquifer
5780646.6,2145544.5,-279.57199718,Middle aquitard
5780646.6,2145544.5,-446.17199718,400ft aquifer
5794263.1,2157155.3,49.99271540000001,180ft aquifer
5794263.1,2157155.3,-169.99728459999997,Middle aquitard
5824390.7,2077956.3,55.3386594,Salinas aquitard
5824390.7,2077956.3,-11.84134060000001,180ft aquifer
5824390.7,2077956.3,-65.59134060000001,Middle aquitard
5790891.6,2135429.3,-46.63434361,Salinas aquitard
5790891.6,2135429.3,-170.55434361,180ft aquifer
5790891.6,2135429.3,-258.86434361,Middle aquitard
5790891.6,2135429.3,-327.22434361,400ft aquifer
5790891.6,2135429.3,-421.23434361,Deep aquitard
5782279.1,2154393.6,56.452457450000004,Salinas aquitard
5782279.1,2154393.6,-35.707542549999985,180ft aquifer
5782279.1,2154393.6,-307.20754255,Middle aquitard
5790194.6,2160326.3,47.071054399999994,Salinas aquitard
5790194.6,2160326.3,-26.808945600000015,180ft aquifer
5790194.6,2160326.3,-156.5989456,Middle aquitard
5790194.6,2160326.3,-258.3489456,400ft aquifer
5785357.6,2155113.6,20.558389500000004,Salinas aquitard
5785357.6,2155113.6,-35.7216105,180ft aquifer
5785357.6,2155113.6,-128.2216105,Middle aquitard
5785357.6,2155113.6,-353.92161050000004,400ft aquifer
5779497.6,2121065.2,41.98874276,Shallow aquifer
5779497.6,2121065.2,14.988742759999997,Salinas aquitard
5779497.6,2121065.2,-119.99125723999998,180ft aquifer
5770035.5,2114583.0,-316.0852907,400ft aquifer
5770035.5,2114583.0,-476.6952907,Deep aquitard
5787087.1,2113997.5,4.356658420000002,Salinas aquitard
5787087.1,2113997.5,-319.61334158,400ft aquifer
5787087.1,2113997.5,-406.64334157999997,Deep aquitard
5800043.1,2143518.0,-16.682539200000008,Salinas aquitard
5800043.1,2143518.0,-75.1525392,180ft aquifer
5800043.1,2143518.0,-159.8625392,Middle aquitard
5777316.6,2130636.5,5.802530000000004,Salinas aquitard
5777316.6,2130636.5,-105.01747,180ft aquifer
5777316.6,2130636.5,-182.77747,Middle aquitard
5777316.6,2130636.5,-350.00747,400ft aquifer
5756726.5,2165890.6,-58.92690780000001,Salinas aquitard
5756726.5,2165890.6,-150.0169078,180ft aquifer
5756726.5,2165890.6,-262.4369078,Middle aquitard
5756726.5,2165890.6,-359.9969078,400ft aquifer
5756726.5,2165890.6,-480.01690779999996,Deep aquitard
5758722.0,2164744.8,-30.4669078,Salinas aquitard
5758722.0,2164744.8,-136.9269078,180ft aquifer
5758722.0,2164744.8,-257.1769078,Middle aquitard
5758722.0,2164744.8,-380.01690779999996,400ft aquifer
5758722.0,2164744.8,-500.03690779999994,Deep aquitard
5786492.6,2123549.7,-26.473924599999997,Salinas aquitard
5786492.6,2123549.7,-64.4539246,180ft aquifer
5786492.6,2123549.7,-188.84392459999998,Middle aquitard
5786492.6,2123549.7,-283.7939246,400ft aquifer
5786492.6,2123549.7,-307.8039246,Deep aquitard
5786492.6,2123549.7,-394.77392460000004,Paso Robles
5780802.1,2128742.5,-62.967114900000006,Salinas aquitard
5780802.1,2128742.5,-104.2671149,180ft aquifer
5780802.1,2128742.5,-189.7471149,Middle aquitard
5780802.1,2128742.5,-332.06711490000004,400ft aquifer
5780802.1,2128742.5,-449.9571149,Deep aquitard
5756554.0,2143206.3,-115.71698616999998,180ft aquifer
5756554.0,2143206.3,-273.02698617000004,Middle aquitard
5756554.0,2143206.3,-341.58698617000005,400ft aquifer
5756554.0,2143206.3,-427.92698617,Deep aquitard
5784943.6,2122848.5,-139.04210036,180ft aquifer
5784943.6,2122848.5,-215.32210035999998,Middle aquitard
5784943.6,2122848.5,-276.57210036,400ft aquifer
5784943.6,2122848.5,-315.39210036,Deep aquitard
5784943.6,2122848.5,-423.92210036,Paso Robles
5781287.6,2123885.5,-525.02280817,Paso Robles
5754303.0,2160254.6,-9.53981879,Salinas aquitard
5754303.0,2160254.6,-112.62981879000002,180ft aquifer
5754303.0,2160254.6,-229.99981878999998,Middle aquitard
5754303.0,2160254.6,-352.12981879,400ft aquifer
5829597.7,2080345.9,63.9741116,Salinas aquitard
5829597.7,2080345.9,31.704111600000005,180ft aquifer
5829597.7,2080345.9,-29.555888399999986,Middle aquitard
5829597.7,2080345.9,-140.71588839999998,400ft aquifer
5829597.7,2080345.9,-263.2258884,Deep aquitard
5888121.3,2028764.7,185.413674,180ft aquifer
5888121.3,2028764.7,127.81367399999999,Middle aquitard
5888121.3,2028764.7,44.933673999999996,400ft aquifer
5888121.3,2028764.7,-55.946326,Deep aquitard
5781851.1,2165841.6,60.008699899999996,180ft aquifer
5781851.1,2165841.6,-367.8413001,400ft aquifer
5781865.1,2164717.3,58.6214774,Salinas aquitard
5781865.1,2164717.3,-4.998522599999987,180ft aquifer
5795698.1,2108929.5,-2.881860099999983,Salinas aquitard
5795698.1,2108929.5,-93.63186009999998,180ft aquifer
5794169.6,2109717.5,-4.508965919999994,Salinas aquitard
5794169.6,2109717.5,-90.34896591999998,180ft aquifer
5794169.6,2109717.5,-180.92896592000002,Middle aquitard
5794169.6,2109717.5,-275.76896592,400ft aquifer
5796663.1,2108252.2,89.48769870000001,Salinas aquitard
5796663.1,2108252.2,-54.74230129999998,180ft aquifer
5814890.1,2106009.5,93.46992797,Shallow aquifer
5814890.1,2106009.5,-10.010072030000003,Salinas aquitard
5814890.1,2106009.5,-25.010072030000003,180ft aquifer
5814890.1,2106009.5,-80.00007203,Middle aquitard
5814890.1,2106009.5,-160.02007203,400ft aquifer
5814890.1,2106009.5,-280.01007203,Deep aquitard
5814890.1,2106009.5,-400.03007203,Paso Robles
5785352.1,2127742.3,-71.30910222,180ft aquifer
5785352.1,2127742.3,-196.67910221999998,Middle aquitard
5878079.3,2030712.9,169.82204360000003,180ft aquifer
5878079.3,2030712.9,92.04204360000001,Middle aquitard
5770449.5,2152225.1,7.693259759999997,Salinas aquitard
5770449.5,2152225.1,-125.02674024000001,180ft aquifer
