x,y,z,surface_code
5817787.6,2098807.0,88.84139671,Shallow aquifer
5817787.6,2098807.0,31.811396709999997,Salinas aquitard
5817787.6,2098807.0,-29.998603290000005,180ft aquifer
5817787.6,2098807.0,-100.00860329,Middle aquitard
5817787.6,2098807.0,-154.99860329,400ft aquifer
5822883.2,2093938.1,-11.584079899999992,Salinas aquitard
5822883.2,2093938.1,-58.304079900000005,180ft aquifer
5822883.2,2093938.1,-127.38407989999999,Middle aquitard
5822883.2,2093938.1,-231.35407990000002,400ft aquifer
5822883.2,2093938.1,-308.8340799,Deep aquitard
5747154.0,2162659.6,-12.242183240000001,Salinas aquitard
5747154.0,2162659.6,-120.02218324,180ft aquifer
5747154.0,2162659.6,-239.97218324,Middle aquitard
5747154.0,2162659.6,-310.02218324,400ft aquifer
5779551.6,2150362.1,-0.3256410399999936,Salinas aquitard
5779551.6,2150362.1,-172.32564104,180ft aquifer
5779551.6,2150362.1,-267.86564104,Middle aquitard
5779551.6,2150362.1,-285.56564103999995,400ft aquifer
5779551.6,2150362.1,-465.58564104000004,Deep aquitard
5805301.6,2126922.5,0.22330968000000695,Salinas aquitard
5805301.6,2126922.5,-64.95669032,180ft aquifer
5805301.6,2126922.5,-205.61669032,Middle aquitard
5805301.6,2126922.5,-253.64669031999998,400ft aquifer
5805301.6,2126922.5,-370.29669032,Deep aquitard
5806620.1,2116393.5,-71.00255821999998,Salinas aquitard
5806620.1,2116393.5,-98.51255822,180ft aquifer
5806620.1,2116393.5,-173.29255822,Middle aquitard
5806620.1,2116393.5,-228.48255822,400ft aquifer
5806620.1,2116393.5,-367.56255821999997,Deep aquitard
5803563.1,2130740.0,-18.700662890000004,Salinas aquitard
5803563.1,2130740.0,-91.36066289,180ft aquifer
5803563.1,2130740.0,-150.01066289,Middle aquitard
5803563.1,2130740.0,-357.72066289,400ft aquifer
5803563.1,2130740.0,-405.01066289,Deep aquitard
5803563.1,2130740.0,-600.0306628899999,Paso Robles
5795641.1,2111691.2,-19.87894328000001,Salinas aquitard
5795641.1,2111691.2,-46.21894328,180ft aquifer
5795641.1,2111691.2,-159.96894328,Middle aquitard
5795641.1,2111691.2,-255.01894328,400ft aquifer
5800442.0,2109713.8,19.983440469999998,Salinas aquitard
5800442.0,2109713.8,-54.426559530000006,180ft aquifer
5800442.0,2109713.8,-119.89655953000002,Middle aquitard
5800442.0,2109713.8,-243.61655953,400ft aquifer
