BoreholeID,Easting,Northing,Elevation,TotalDepth,AlternateID
2799,5807842.9,2124759.7,72.79058754,690.033672,15S04E07Q52
2800,5802209.1,2163615,365.5888995,700.03416,14S03E01L50
2801,5831533.8,2076575.7,107.4441591,700.03416,16S04E25P50
2802,5763300,2150309.4,31.89212209,600.02928,14S02E23E50
2803,5895510.7,1999582.4,327.0970812,420.020496,19S07E07D50
2805,5753574.6,2166899.8,12.74340342,820.040016,14S02E04D01
2806,5849535.6,2070086.9,143.1697212,1020.049776,17S05E04A02
2818,5845007,2066688.5,132.7557656,610.029768,17S05E04M50
2821,5900299.1,2003958.4,285.4803419,230.011224,19S07E06H03
2825,5991461.8,1900583.1,410.6452539,180.008784,22S10E07G50
2827,5788299.8,2129099,62.77496178,615.030012,15S03E09A51
2828,5803363.3,2107475.9,57.44423033,760.037088,15S03E36A50
2829,5823358,2100476.3,122.5050556,920.044896,16S04E03G52
2830,5797592.8,2138560.4,92.7054086,810.039528,14S03E35G50
2832,5773404.6,2160690.1,68.590676,735.035868,14S02E12G50
2834,5782374.1,2167152.8,131.6712777,707.0345016,14S03E05B01
2861,5853861.7,2049044.5,213.8990139,480.023424,17S05E22R50
2862,5893641.7,2039494.3,203.0676464,174.0084912,17S06E36D01
2864,5989502.2,1912932,407.833713,140.006832,21S10E31C01
296,5786577.1,2126652.8,60.49328975,252.0122976,15S03E09K01
304,5768195.5,2170811.6,15.06398218,580.028304,
315,5750713,2166262.8,12.74340342,552.0269376,14S02E05G03
317,5794585.6,2158831.3,151.153725,505.024644,14S03E10J01
323,5805242.6,2118088.5,73.28219963,451.0220088,15S/04E-19D02
33,5847346.2,2071404.6,142.184334,272.0132736,16S05E33Q01
333,5894353.8,2003485.3,320.7993475,300.01464,19S06E01H01
337,5933470.9,1964354.3,323.6237874,111.0054168,20S08E08Q03
351,5869276.7,2035915.6,184.3510735,246.0120048,18S/06E-06H01
353,5756969,2157127.8,22.76029634,669.0326472,14S02E16A02
355,5946451.9,1959763.8,328.1207921,170.008296,20S08E15H03
361,5901462.3,2012836,272.1468823,254.0123952,18S07E29M01
367,5879262.3,2013074.5,400.3084999,754.0367952,18S06E28J01
370,5770050.5,2139301.8,37.5459824,516.0251808,14S02E36G01
374,5775973.6,2138058,44.42770552,650.03172,14S03E31L01
378,5826089.7,2106670.2,199.9829274,754.0367952,15S04E26T50
38,5810061.6,2098888.5,89.07511806,185.009028,16S/04E-05M02
380,5833007.7,2088252.8,116.2003866,233.0113704,16S/04E-13K01
388,5795576.6,2119419.5,63.07719141,820.25,388
397,5810059.1,2107609.5,86.03580811,348.0169824,15S/04E-32D02
402,5772237.6,2147214.5,50.9791491,625.0305,14S02E24R50
403,5899618.3,2019641.7,230.2761684,265.012932,18S07E19G02
407,5760287,2156537.6,22.76001957,660.032208,14S/02E-15B01
420,5829989.2,2091404.9,113.4535663,572.0279136,16S/04E-13D01
423,5770299.5,2131521.5,38.0475863,378.0184464,15S/02E-01K01
43,5767378.5,2156214.6,43.57502957,232.0113216,14S02E14A01
44,5894117.3,2028562.7,222.7609096,350.01708,18S06E12K01
441,5816575.1,2101657.2,92.97138334,466.0227408,16S/04E-04C01
45,5889198.8,2030331.8,213.0944684,240.011712,18S06E11B01
46,5919748.8,1983488,285.5675961,212.0103456,19S07E26B02
465,5837832.7,2078964.4,122.7535443,326.0159088,16S05E30G01
471,5850329.2,2058019.7,138.8189409,330.016104,17S/05E-15C01
48,5751829.5,2162231.1,15.19603817,515.025132,14S/02E-08A01
489,5844236.7,2062260,125.4373236,194.0094672,17S/05E-09E01
499,5801520.1,2141980,136.9123081,801.0390888,14S03E25L02
506,5824325.7,2089474.2,109.343337,518.0252784,16S04E15H02
515,5792902.6,2116274.2,63.15483361,820.25,515
520,5852236.7,2065266.9,153.0849555,299.0145912,17S05E03P01
524,5790862.6,2111267.2,121.8770831,550.02684,15S03E27G01
527,5763252,2139333.3,33.20260439,422.0205936,14S02E35M01
528,5780201.1,2127287,52.7486359,494.0241072,15S03E08F05
531,5764582,2149975.3,32.76874096,364.0177632,14S02E23F01
535,5790157.1,2111629.5,123.6677211,540.026352,15S03E27K02
536,5781428.6,2134620.3,49.33264318,614.0299632,15S03E05C02
545,5815904.6,2097862.4,83.43454733,820.25,545
546,5824903.2,2092812.2,108.7584984,484.0236192,16S04E10R02
552,5880605.8,2022808.2,276.7967574,288.0140544,18S06E15M01
559,5822583.7,2092054.6,102.5841666,615.030012,16S04E15B50
562,5824475.7,2092267.1,107.6090251,610.029768,16S04E10R50
566,5826518.7,2089162.2,106.6439195,546.0266448,16S/04E-14M01
567,5888462.3,2025274.4,230.3478703,600.02928,18S/06E-14B01
57,5782760.6,2157853.1,68.08847673,806.0393328,14S/03E-08Q03
571,5822092.2,2089165.4,104.1785674,365.017812,16S04E15L01
573,5824942.2,2088128.6,105.725232,356.0173728,16S04E15R01
576,5824374.2,2087382.1,103.025822,312.0152256,16S04E15R02
578,5817787.6,2098807,88.84139671,370.018056,16S/04E-04K01
58,5835766.2,2063392.3,208.5476101,480.023424,17S05E07F51
583,5822883.2,2093938.1,102.8759201,658.0321104,16S04E10K01
587,5747154,2162659.6,11.87781676,600.02928,14S/02E-07A01
597,5779551.6,2150362.1,65.64435896,638.0311344,14S/03E-20D01
60,5896886.8,2016217.8,267.4031378,240.011712,18S07E19N01
603,5805301.6,2126922.5,63.63330968,568.0277184,15S04E07E02
621,6006069,1888221.8,477.6810066,168.0081984,22S10E22A01
633,5841110.2,2096934.6,251.3404297,550.02684,16S05E05N01
636,5816398.6,2108900.2,108.5166334,604.0294752,15S04E28P01
64,5922238.9,1972379.8,288.005031,90.004392,20S07E01D03
643,5806620.1,2116393.5,74.44744178,600.02928,15S04E19F50
646,5803563.1,2130740,81.13933711,806.0393328,15S/03E-01R01
648,5795641.1,2111691.2,63.66105672,316.0154208,15S/03E-26F01
656,5800442,2109713.8,67.46344047,392.0191296,15S/03E-25L01
657,5794566.9,2112905.3,62.78770561,199.0097112,15S/03E-26D01
66,5810940.6,2098217.2,91.43732573,210.010248,16S/04E-05P01
670,5784097.1,2142501.5,48.99941645,586.0285968,14S/03E-28M02
671,5785661.1,2148135.1,81.22716097,668.0325984,14S/03E-21L01
680,5845032.2,2084535,170.7294519,653.0318664,16S/05E-20H01
700,5804878.6,2110474.6,62.90764518,176.0085888,15S/04E-30M01
701,5846152.9,2082230.2,175.9188227,652.0318176,16S05E20R01
703,5934032.9,1959006,302.4203151,224.0109312,20S08E17K02
705,5824971.7,2075988.7,165.7418796,255.012444,16S04E35D02
708,5881899.3,2032688.1,193.4987005,195.009516,18S06E03P01
726,5933771.4,1972812.2,364.3926221,364.0177632,19S08E32T52
731,5767734.5,2146147.5,32.76421333,478.0233264,14S02E26A04
734,5777766.6,2153737.1,73.20890496,513.0250344,14S03E18J01
736,5931615.4,1971971.7,327.5159167,230.011224,20S08E05D01
75,5746325,2179188.9,12.88120561,1562.076226,13S02E19Q03
761,5789526.6,2112062.2,96.91793252,508.0247904,15S03E27E01
768,5906173.8,2012746.3,257.2710529,218.0106384,18S07E29J01
773,5824093.7,2110662.2,191.3665803,608.0296704,15S04E27G01
776,5893519.8,2029992.3,219.2180364,220.010736,18S06E12C02
779,5897508.3,2031385.3,195.5663991,194.0094672,18S07E07C01
780,5757865,2159392.1,22.42839283,588.0286944,14S/02E-10M02
783,5893573.3,2025987.6,224.1322391,244.0119072,18S/06E-12Q01
787,5893093.3,2030800.4,217.0061786,236.0115168,18S/06E-12C01
788,5890589.3,2027530.6,213.6961815,235.011468,18S06E11J01
795,5894719.3,2031527.6,213.9705701,243.0118584,18S06E01Q01
796,5891961.3,2031688.2,215.1827902,405.019764,18S06E01N01
805,5779555.6,2153725.3,82.36178806,600.02928,14S03E17M01
806,5808279.6,2135253,105.1252819,710.034648,14S04E31Q02
809,5808921.1,2133789,102.8994296,710.034648,
815,5774884.1,2151113.3,63.35232224,360.017568,14S03E18P50
817,5765268,2145381.3,32.21531759,606.0295728,14S02E26T50
825,5897973.3,2009696.8,292.0575538,252.0122976,18S07E31C03
826,5838068.2,2084676.9,123.0842651,530.025864,16S/05E-19G01
838,5862221.2,2039427.5,172.1041541,510.024888,17S05E36K50
841,5833297.7,2106534.5,296.0363758,720.035136,15S04E25P50
861,5758779,2153588.8,22.76029634,595.029036,14S02E15P01
866,5780040.6,2162418.1,106.6717994,800.03904,14S03E05N01
868,5781924.1,2161724.3,113.8394496,716.0349408,14S03E08B01
87,5814411.1,2094777.1,78.25569926,175.00854,16S04E08J01
871,5846876.2,2080262.5,171.8098971,832.0406016,16S05E28D01
872,5793553.1,2118824.7,62.9872774,600.02928,15S/03E-22A02
874,5835732.4,2095476.5,193.3965218,598.0291824,16S05E07E01
879,5765176,2149386.3,35.60825128,784.0382592,14S02E23L02
882,5760557.5,2164394.3,22.79424891,600.02928,14S/02E-03K02
884,5768765,2146329.8,33.00639743,700.03416,14S/02E-25D03
886,5768338,2150397.6,33.83520144,467.0227896,14S/02E-24E01
890,5762636.5,2148492.5,32.61841958,441.0215208,14S02E22Q50
891,5776000.6,2150840.1,69.58343477,500.0244,14S/03E-18P51
898,5787939.6,2120828.5,62.93472327,572.0279136,15S/03E-16J50
903,5797952.6,2122610.2,69.3128337,277.0135176,15S03E14H01
911,5852750.7,2062549.4,152.3016989,254.0123952,17S/05E-10G01
915,5847990.7,2077085.2,182.8084926,903.0440664,16S/05E-28P01
920,5775968.6,2164159.8,83.08937825,654.0319152,14S03E06L02
921,5778802.1,2124317.3,50.38825824,505.024644,15S03E17D50
922,5798991.6,2114325.2,56.17535896,820.25,922
924,5797869.1,2112522.2,62.14838873,570.027816,15S/03E-26A01
925,5932091.9,1960166.3,328.1188518,200.00976,20S08E17E04
931,5753233.5,2168629.8,12.55295327,600.02928,13S/02E-33N03
932,5753598,2166863.1,12.74340342,602.0293776,14S02E04E02
934,5750840.5,2165375.1,12.74340342,600.02928,14S02E05K02
943,5825928.2,2109494.2,197.8449435,703.0343064,15S04E26M01
953,5919881.8,1985932.1,279.0604702,201.0098088,19S07E23G01
960,5772280.1,2137943.3,39.73384314,544.0265472,14S/02E-36J02
964,5848159.2,2079107.9,190.3879173,865.042212,16S05E28F02
965,5877170.2,2027066.2,221.4245798,418.0203984,18S06E09P01
967,5796771.6,2122662.2,67.31820034,434.0211792,15S03E14G50
975,5769905,2158223.8,57.4475995,296.0144448,14S02E12N02
989,5767787,2144002.5,35.32873223,516.0251808,14S02E26J50
996,5789066.6,2125868,62.75492654,820.25,996
APN227021014,5766842.5,2153973.3,24.26765253,820.25,APN-227021014
APN227062005,5768199.5,2147403.3,36.58359906,820.25,APN-227062005
APN414013005,5766480.5,2145236.3,34.04990722,820.25,APN-414013005
APN414021010,5763773.5,2140672.3,35.04743136,820.25,APN-414021010
Armstrong,5742910,2156312,34.07401107,800,
bend in section C-C',5739746.553,2185420.419,-167.2901056,2500,
Cal Water 40-01,5779852.122,2120993.195,41.90428093,2500,
Castroville Water District well 3,5757907.455,2169711.772,23.03104388,2500,
County Test Hole No. 1 (Fontes),5761048.494,2148464.075,25.16826578,800,
Davies T14S/R4E-29,5812803.494,2139884.075,141.5805711,2000,
Davies T14S/R4E-30,5811043.494,2137959.075,130.4400699,800,
Fort Ord Site D (15S/2E-3E),5757637.001,2135009.878,190.053528,2500,
Hansen T15S/R4E-06,5805268.494,2133889.076,104.8518285,800,
Harbor Dev,5758385.316,2184046.766,48.0670167,800,
Hwy 101 (E. end of Tp),5812039.171,2113109.555,88.59461595,2500,
JR Gillbergh Pura 1,5868724.915,2021350.951,705.4595203,2500,
Lineberry Hwy 156,5773697.816,2178421.766,182.2617243,800,
Luzerne,5726751.132,2125076.853,-36.53624027,2000,
Marina No. 11 (14S/2E-32D),5747058.373,2141621.522,145.5268273,2500,
Marina No. 12,5744413.715,2146646.37,101.3852495,2500,
Marina Test well,5746313,2145201,121.9081504,800,
Monterey Bay fault zone,5710033.171,2163836.642,-298.1632665,2000,
Monterey County Mulligan Hill 1,5744466.295,2165392.773,10.40821817,2500,
MPWMD FO-09,5732121.539,2127444.079,115.5950177,2000,
MPWMD FO-10,5738065.31,2130644.572,205.7000898,2000,
Mty Dunes Colony #1,5741723.016,2170879.331,20.13261803,2500,
MW-3,5739964.057,2154561.738,36.10134773,800,
MW-4,5741396.349,2154171.113,41.1753698,800,
MW-5,5748553.467,2156189.342,76.35733971,800,
MW-6,5756148.953,2141126.408,21.46618275,800,
MW-7,5744130.724,2152109.481,51.81855936,800,
MW-8,5744846.87,2159401.148,26.19782582,800,
MW-9,5747338.189,2161940.21,12.6900474,800,
NE end section C-C',5778278.951,2187931.563,335.8059481,2000,
Nestle (Test hole),5788933.494,2130974.075,62.67203846,2500,
Ord Village,5728105.299,2127264.353,-48.55505257,800,
PG&E Co. No. 1 Test Hole,5751774.466,2187879.395,20.48517694,2500,
Playa T15S/R1E-24,5734146.966,2115649.77,367.1817324,2000,
Strawberry City No. 1,5766666.567,2180557.183,83.34080229,800,
Strawberry City No. 2,5770364.483,2180609.267,125.4003109,800,
T13S/R3E-5,5781868,2197770,268.1312631,800,
T14S/R2E-19,5744928.216,2149087.27,78.41781164,800,
T14S/R2E-31 (617ft),5746660,2140479,138.9273093,800,
T14S/R2E-31 (760ft),5741855.299,2137837.27,129.890437,800,
T14S/R3E-26,5795313.494,2144559.076,89.49405838,800,
T14S/R4E-20,5813243.493,2114914.075,96.54143951,800,
T15S/R1E-01 (836ft),5744928.216,2131899.77,302.9329617,800,
T15S/R1E-01 (856ft),5738261.549,2133618.52,161.2061396,800,
T15S/R1E-01 (862ft),5744876.132,2134816.437,216.7601495,800,
T15S/R1E-14,5732271.966,2124712.27,182.9521069,2000,
T15S/R2E-32E,5744928.216,2138931.02,143.0831637,800,
T15S/R4E-06,5805433.494,2130424.076,80.45157326,800,
T15S/R4E-09,5820503.493,2124924.075,189.3088393,800,
T16S/R5E-05,5842888.494,2096544.075,260.6864173,800,
TEPI King City Nose CH1 (#34),5929102.538,1976586.904,301.4645763,2000,
USGS DMW-1,5738331.004,2149819.959,23.01113313,2500,
xsec D syncline axis,5827498.92,2079728.805,102.9551424,2500,
